EmpID,BiasInfluentialFactor,FitmentPercent
18539,DegreeBranch,81.24
23337,,53.47
16428,,54.65
2904,Gender,79.55
16447,Gender,80.15
13259,CurrentCompanyType,78.25
23553,YearsOfExperince,81.28
4375,,52.27
23336,,55.79
20794,Gender,80.14
3927,Gender,79.63
13733,YearsOfExperince,80.58
3587,DegreeBranch,81.28
3152,YearsOfExperince,79.59
24376,DegreeBranch,81.0
16844,EmpScore,81.22
8046,Gender,79.48
8426,DegreeBranch,81.28
19626,,54.75
2704,Gender,78.78
15667,Gender,79.69
20234,EmpScore,81.22
15296,HighestDegree,88.39
9210,DegreeBranch,81.28
18830,YearsOfExperince,80.34
2604,YearsOfExperince,81.18
5329,Gender,79.63
23949,Gender,80.08
15797,,54.09
8526,HighestDegree,81.24
13250,YearsOfExperince,80.63
11717,,80.02
2501,CurrentCompanyType,90.04
7340,,56.94
18221,DegreeBranch,81.28
16778,MartialStatus,81.18
3918,Gender,79.38
9405,DegreeBranch,81.13
5788,,80.19
5094,DegreeBranch,89.68
5644,Gender,79.41
22780,,57.26
19658,EmpScore,89.12
12255,MartialStatus,81.27
14402,Gender,78.33
14349,Gender,80.12
18541,Gender,79.06
20623,,55.68
6844,CurrentCompanyType,89.83
5723,Gender,79.8
11788,HighestDegree,81.28
6627,Gender,79.39
20909,,56.48
14809,EmpScore,81.28
18575,Gender,80.08
22150,CurrentCompanyType,90.01
16809,DegreeBranch,80.63
19312,DegreeBranch,81.28
8307,Gender,79.28
17291,Gender,80.4
19693,Gender,79.99
3732,YearsOfExperince,80.31
3929,,53.01
8880,Gender,78.97
7227,EmpScore,81.22
9968,DegreeBranch,80.71
7934,CurrentCompanyType,56.97
22719,,53.1
22066,DegreeBranch,80.76
14275,CurrentCompanyType,79.72
20269,,55.9
13724,Gender,80.02
13939,,57.21
18856,,56.65
9659,Gender,79.04
17169,,56.55
5416,,55.89
17475,YearsOfExperince,79.74
20951,MartialStatus,81.18
7302,HighestDegree,89.07
15998,DegreeBranch,80.8
15772,Gender,79.07
4351,Gender,80.27
23973,,81.18
4156,DegreeBranch,81.38
14475,Gender,80.19
19286,,53.38
5496,HighestDegree,81.24
16545,DegreeBranch,80.56
11648,Gender,79.49
11868,DegreeBranch,81.28
4881,HighestDegree,81.28
15826,DegreeBranch,81.22
11159,YearsOfExperince,81.18
22652,,57.39
19724,,56.42
22859,Gender,79.84
16940,DegreeBranch,81.1
20322,Gender,80.41
4003,Gender,78.26
5964,Gender,78.45
13908,,55.74
15448,,55.49
21034,Gender,79.98
8752,Gender,79.08
21756,MartialStatus,81.28
2450,Gender,79.69
22630,DegreeBranch,81.32
22388,,81.18
8375,,56.74
21049,,82.92
16236,,55.37
21903,MartialStatus,80.88
7655,DegreeBranch,88.97
11344,CurrentCompanyType,57.58
23105,DegreeBranch,81.32
15076,DegreeBranch,82.45
7270,Gender,79.8
12394,DegreeBranch,81.0
7529,Gender,80.26
22585,Gender,80.31
3800,YearsOfExperince,79.15
23995,EmpScore,88.41
16258,DegreeBranch,81.27
16105,EmpScore,81.18
12746,YearsOfExperince,81.28
23310,Gender,79.58
4575,Gender,79.77
22111,HighestDegree,81.28
16383,DegreeBranch,81.16
23228,YearsOfExperince,81.15
11058,,54.51
2229,DegreeBranch,89.07
23160,Gender,79.94
2201,Gender,80.95
21175,EmpScore,81.22
10842,DegreeBranch,80.0
6838,,56.88
24055,EmpScore,81.28
23769,HighestDegree,88.7
18248,DegreeBranch,81.11
23006,Gender,79.11
9770,HighestDegree,89.14
8237,YearsOfExperince,79.34
7237,DegreeBranch,80.93
7738,DegreeBranch,80.6
5635,HighestDegree,89.07
20843,,56.39
16391,,81.2
19568,Gender,80.0
6093,CurrentCompanyType,56.28
4002,,57.07
6787,MartialStatus,81.28
7084,DegreeBranch,89.12
19169,,55.2
9663,CurrentCompanyType,89.78
12329,YearsOfExperince,80.8
4173,,55.68
8418,YearsOfExperince,81.13
4930,YearsOfExperince,78.67
19318,YearsOfExperince,89.77
20346,,56.67
12302,DegreeBranch,81.13
16170,YearsOfExperince,79.91
7459,DegreeBranch,81.89
12575,Gender,79.95
18122,Gender,79.83
4755,,56.85
8396,DegreeBranch,89.18
9077,YearsOfExperince,80.17
14009,Gender,80.31
7897,Gender,80.21
6150,Gender,79.27
6609,,54.5
2291,,79.65
15546,,54.27
10180,YearsOfExperince,81.15
16711,EmpScore,88.64
6612,EmpScore,89.14
7652,Gender,79.83
13473,Gender,79.92
3385,,56.08
11194,,53.59
18478,YearsOfExperince,79.27
9186,Gender,80.4
13879,Gender,79.66
7462,,55.49
2629,YearsOfExperince,80.81
17485,,54.47
20554,YearsOfExperince,79.82
13041,,54.04
21540,DegreeBranch,81.28
4872,Gender,79.23
13228,Gender,79.87
22607,HighestDegree,81.2
2997,,55.86
19815,YearsOfExperince,81.18
9286,Gender,80.13
16899,DegreeBranch,81.25
18738,Gender,80.56
18151,,81.18
19415,DegreeBranch,81.13
13001,Gender,79.85
22925,EmpScore,80.32
8028,DegreeBranch,81.1
2358,,54.9
20238,Gender,80.08
4501,YearsOfExperince,81.28
21143,HighestDegree,81.25
2161,Gender,79.94
2182,Gender,79.92
19842,Gender,80.04
19254,,53.05
6386,DegreeBranch,80.04
7649,DegreeBranch,81.37
10537,,52.83
6049,,55.34
19912,DegreeBranch,82.8
6355,Gender,79.96
20538,YearsOfExperince,80.59
21413,,56.47
14779,Gender,80.2
7870,YearsOfExperince,80.9
2727,EmpScore,88.21
13503,,55.89
15243,Gender,79.32
9695,DegreeBranch,81.14
8173,DegreeBranch,81.46
15012,HighestDegree,89.96
21625,DegreeBranch,80.89
17371,YearsOfExperince,79.94
13524,,57.79
22579,MartialStatus,81.18
16706,HighestDegree,81.24
14666,Gender,79.92
15498,HighestDegree,82.87
13525,,56.9
8063,HighestDegree,88.21
2101,EmpScore,81.28
9701,MartialStatus,81.09
14616,EmpScore,80.59
3262,YearsOfExperince,78.84
22729,MartialStatus,81.28
12002,HighestDegree,81.01
11846,DegreeBranch,88.26
4803,,55.43
23599,YearsOfExperince,81.18
5767,DegreeBranch,81.09
24094,HighestDegree,81.28
3963,Gender,79.2
17341,DegreeBranch,81.2
17611,DegreeBranch,81.28
8823,DegreeBranch,80.6
4583,DegreeBranch,88.75
12858,YearsOfExperince,80.58
13394,,56.07
7571,,55.36
9196,HighestDegree,81.28
10216,,54.29
4687,Gender,80.0
2509,DegreeBranch,88.5
7337,DegreeBranch,81.05
14417,YearsOfExperince,79.92
10210,,55.86
22564,,58.22
5207,YearsOfExperince,81.28
12515,,79.98
3928,Gender,79.94
5735,HighestDegree,88.51
5569,Gender,80.49
24236,EmpScore,81.18
13425,YearsOfExperince,80.8
18799,Gender,79.31
6710,,55.93
19377,HighestDegree,88.47
9356,CurrentCompanyType,89.98
7230,Gender,79.09
15933,YearsOfExperince,81.24
8207,DegreeBranch,87.9
13633,,56.08
22580,DegreeBranch,78.97
23901,MartialStatus,81.17
12062,Gender,80.19
20466,,55.4
9615,YearsOfExperince,79.04
14860,Gender,79.99
15310,,53.0
10843,DegreeBranch,81.32
17628,DegreeBranch,81.35
11328,DegreeBranch,79.98
4521,Gender,79.36
20767,YearsOfExperince,81.18
18717,,55.43
4802,Gender,79.93
17239,DegreeBranch,88.76
3537,,57.72
11948,HighestDegree,81.25
8054,HighestDegree,80.77
11939,MartialStatus,81.3
2274,DegreeBranch,89.14
3239,YearsOfExperince,81.29
21159,YearsOfExperince,81.07
9432,Gender,80.29
21406,YearsOfExperince,88.73
17843,Gender,79.82
6264,DegreeBranch,88.34
15233,HighestDegree,81.18
7165,YearsOfExperince,81.28
9302,DegreeBranch,81.1
22163,DegreeBranch,89.05
6533,HighestDegree,81.2
3619,Gender,79.83
5340,HighestDegree,81.24
10155,Gender,80.14
11610,CurrentCompanyType,79.53
4698,DegreeBranch,81.28
18995,,53.6
17558,,53.16
4718,DegreeBranch,81.35
4489,YearsOfExperince,81.11
17312,DegreeBranch,80.71
23749,CurrentCompanyType,55.99
8784,,52.47
15266,YearsOfExperince,80.21
22921,,55.63
20268,EmpScore,89.12
11080,LatestDegreeCGPA,57.62
10206,DegreeBranch,80.88
19008,YearsOfExperince,79.72
8891,,81.0
17134,HighestDegree,82.25
12763,,53.63
6927,DegreeBranch,89.07
4092,Gender,79.32
6808,Gender,79.84
11354,Gender,80.18
4117,Gender,79.04
9068,DegreeBranch,81.09
18509,Gender,79.71
19098,,55.85
12604,YearsOfExperince,81.24
3902,MartialStatus,81.24
11702,,54.95
7313,Gender,79.9
14367,,55.82
11655,YearsOfExperince,81.32
16826,,54.33
21988,YearsOfExperince,82.74
3748,EmpScore,81.28
9134,Gender,78.64
16204,CurrentCompanyType,89.87
19633,DegreeBranch,81.27
12289,Gender,80.27
5165,,54.06
18204,YearsOfExperince,81.19
3084,Gender,79.05
18089,HighestDegree,81.25
14084,Gender,79.58
15750,DegreeBranch,81.32
9386,DegreeBranch,88.5
6135,Gender,80.04
18118,Gender,79.95
18808,EmpScore,88.15
12779,YearsOfExperince,80.88
21938,HighestDegree,80.84
2558,DegreeBranch,81.2
18450,,56.33
17385,DegreeBranch,81.32
13063,YearsOfExperince,88.24
12387,Gender,80.05
18210,,53.57
7563,DegreeBranch,89.55
2396,EmpScore,88.47
19931,YearsOfExperince,79.15
17018,,79.78
11828,,56.95
5955,YearsOfExperince,79.95
4193,,54.21
19402,DegreeBranch,88.77
8026,Gender,78.7
3598,DegreeBranch,81.0
9109,,81.28
22455,,79.86
23126,,55.55
21356,DegreeBranch,80.98
12032,DegreeBranch,81.09
21916,Gender,79.89
18080,Gender,79.98
13786,,57.45
15654,Gender,79.69
12872,Gender,80.07
16181,Gender,78.93
3853,MartialStatus,81.22
15566,DegreeBranch,81.13
17530,CurrentCompanyType,56.17
7497,,55.57
19896,DegreeBranch,81.2
20921,,56.93
16957,DegreeBranch,88.83
21189,Gender,80.09
7874,Gender,78.87
23285,DegreeBranch,81.32
14606,,57.52
12922,DegreeBranch,81.22
19508,YearsOfExperince,80.78
8329,Gender,80.18
14511,LatestDegreeCGPA,81.33
20593,DegreeBranch,79.47
12059,DegreeBranch,81.3
5780,DegreeBranch,81.32
5246,DegreeBranch,81.32
4697,HighestDegree,89.18
12105,YearsOfExperince,81.28
13211,,56.45
23646,YearsOfExperince,81.23
6499,,57.97
8367,DegreeBranch,89.85
21336,HighestDegree,81.33
20305,DegreeBranch,79.29
12517,MartialStatus,80.64
5430,DegreeBranch,89.9
5766,DegreeBranch,79.91
7896,YearsOfExperince,88.91
8420,,57.01
3745,CurrentCompanyType,56.02
19461,,55.48
15517,,82.81
21713,Gender,79.17
13959,Gender,79.85
15055,,54.44
6425,YearsOfExperince,89.39
22517,EmpScore,88.83
15370,,58.38
3896,EmpScore,80.66
18040,,53.91
3711,DegreeBranch,88.8
17900,YearsOfExperince,88.43
21997,Gender,79.83
17472,Gender,80.12
24330,HighestDegree,88.79
14266,,57.04
4404,YearsOfExperince,81.25
17752,,79.99
11946,YearsOfExperince,81.28
20176,,58.51
22529,Gender,79.98
6413,,55.49
19679,Gender,79.33
14189,YearsOfExperince,88.09
20800,YearsOfExperince,81.25
9274,EmpScore,80.66
14116,,54.51
9114,HighestDegree,81.0
4643,YearsOfExperince,78.95
20133,DegreeBranch,80.8
23895,DegreeBranch,81.22
17257,MartialStatus,80.84
12884,Gender,79.99
23257,,56.9
5437,EmpScore,88.83
11350,YearsOfExperince,89.04
19665,DegreeBranch,89.14
21539,MartialStatus,81.24
20266,Gender,79.41
12663,Gender,79.11
3952,,55.93
18064,DegreeBranch,80.97
23981,HighestDegree,88.21
17353,HighestDegree,81.28
14433,YearsOfExperince,79.37
6897,,56.98
20209,YearsOfExperince,88.73
11311,HighestDegree,81.15
6222,DegreeBranch,89.07
13659,,54.32
20608,,57.04
19361,,57.36
3566,DegreeBranch,90.04
14372,Gender,80.04
23153,HighestDegree,89.05
9569,YearsOfExperince,88.67
17965,,55.77
20780,YearsOfExperince,89.32
22559,DegreeBranch,88.81
24210,EmpScore,81.2
11669,DegreeBranch,79.47
8591,Gender,80.34
5971,,55.04
9371,Gender,80.6
21082,,55.47
3214,DegreeBranch,81.32
3998,,54.43
5332,,54.58
8090,YearsOfExperince,81.18
6993,HighestDegree,88.65
9527,DegreeBranch,88.76
20213,,55.97
20262,Gender,78.75
7159,DegreeBranch,88.76
12558,YearsOfExperince,81.24
11864,,82.86
6823,EmpScore,89.05
18705,Gender,79.96
23626,EmpScore,80.66
16257,Gender,79.43
6630,Gender,80.65
4964,,56.31
4127,Gender,80.08
5384,Gender,79.73
20927,,55.71
6266,CurrentCompanyType,89.58
12438,,82.23
19998,,79.58
3322,DegreeBranch,81.32
14805,DegreeBranch,81.32
13135,EmpScore,88.83
23664,,57.44
12943,DegreeBranch,88.85
8965,Gender,79.57
7832,HighestDegree,81.32
5685,Gender,79.02
4539,DegreeBranch,88.54
19795,EmpScore,88.73
14294,Gender,80.04
16017,EmpScore,81.2
18480,CurrentCompanyType,55.58
18893,,54.92
5324,DegreeBranch,89.14
8316,DegreeBranch,80.02
9816,Gender,79.33
11325,Gender,79.97
19901,HighestDegree,81.28
2574,Gender,79.95
4069,YearsOfExperince,79.2
17431,Gender,79.48
14493,Gender,79.69
15151,DegreeBranch,81.28
18171,Gender,78.93
11682,,56.11
10086,MartialStatus,81.28
5330,,54.93
8296,,57.19
16866,DegreeBranch,81.15
23067,Gender,79.44
15312,EmpScore,88.71
19285,YearsOfExperince,81.16
12488,Gender,78.8
16398,Gender,79.37
18500,Gender,79.27
12297,DegreeBranch,80.96
12300,YearsOfExperince,81.35
14149,DegreeBranch,81.09
21267,,79.47
15465,Gender,80.32
23661,Gender,80.09
17275,DegreeBranch,81.32
23264,DegreeBranch,89.57
17802,YearsOfExperince,79.68
16591,YearsOfExperince,88.43
17489,DegreeBranch,81.05
13729,CurrentCompanyType,57.18
3267,Gender,79.62
19907,,57.33
23866,,82.74
2425,DegreeBranch,89.04
16425,DegreeBranch,80.59
3643,YearsOfExperince,79.68
10804,MartialStatus,81.22
21866,,55.05
8943,Gender,80.43
11545,EmpScore,80.75
9125,Gender,79.51
18041,Gender,79.92
4712,CurrentCompanyType,55.45
3065,,55.82
23441,EmpScore,81.28
15864,Gender,79.95
9413,Gender,80.11
22791,,53.72
4368,Gender,79.9
15472,,55.46
12634,DegreeBranch,81.02
15450,,81.06
12385,,54.5
16890,,80.18
6869,,56.27
22048,CurrentCompanyType,80.24
13700,,81.23
7476,Gender,79.15
14884,MartialStatus,81.0
11752,DegreeBranch,81.28
10594,Gender,79.93
12697,HighestDegree,81.28
20316,CurrentCompanyType,55.18
4257,,54.44
7590,YearsOfExperince,81.18
4721,,57.17
16979,EmpScore,88.06
5064,CurrentCompanyType,89.17
5718,DegreeBranch,79.72
21769,,81.0
23912,Gender,78.8
4288,DegreeBranch,81.37
5818,Gender,80.02
6943,HighestDegree,89.94
12617,CurrentCompanyType,57.73
5184,YearsOfExperince,78.51
14564,YearsOfExperince,80.59
20626,YearsOfExperince,81.13
23356,HighestDegree,81.29
17303,YearsOfExperince,78.68
2794,,81.22
12695,HighestDegree,81.28
15676,DegreeBranch,81.28
20093,YearsOfExperince,81.36
13522,Gender,79.33
2925,YearsOfExperince,79.07
21687,DegreeBranch,79.49
14941,DegreeBranch,81.28
22689,Gender,79.76
4146,,55.93
7751,YearsOfExperince,88.17
9778,,55.0
7847,,80.58
21681,,55.46
20371,Gender,79.97
21564,YearsOfExperince,82.71
18351,Gender,79.21
18792,Gender,79.51
9223,DegreeBranch,89.47
21109,CurrentCompanyType,89.85
21873,,80.88
19006,DegreeBranch,89.79
9127,,81.14
20696,,81.22
12379,,57.44
20532,YearsOfExperince,81.28
10691,EmpScore,89.1
23671,Gender,79.16
8108,,79.85
2136,,54.32
3650,YearsOfExperince,81.28
20369,,54.17
11822,Ethinicity,81.14
13292,Gender,79.47
4585,,55.27
23212,DegreeBranch,81.32
4315,,56.98
20670,DegreeBranch,80.76
18483,Gender,79.96
6467,HighestDegree,80.89
7238,CurrentCompanyType,56.85
18582,Gender,80.76
5844,EmpScore,88.27
8107,,55.49
16120,Gender,79.26
24352,DegreeBranch,79.97
7546,YearsOfExperince,79.83
9188,YearsOfExperince,79.57
7964,,53.31
12678,Gender,80.55
10184,EmpScore,80.69
3120,,56.32
6334,DegreeBranch,78.87
6974,Gender,79.43
18952,Gender,79.37
24202,YearsOfExperince,81.13
10334,,54.6
9878,DegreeBranch,81.14
10520,,53.54
4100,YearsOfExperince,79.71
14662,,54.55
7066,,52.08
2122,,56.25
19032,MartialStatus,81.35
14715,DegreeBranch,81.32
16707,,54.98
21651,CurrentCompanyType,56.42
17936,EmpScore,88.69
9800,DegreeBranch,80.87
19194,,53.27
8290,Gender,78.77
19464,,54.51
11532,DegreeBranch,88.63
22227,,52.51
3958,,55.1
7075,DegreeBranch,79.99
23241,EmpScore,88.35
13120,DegreeBranch,56.2
11172,,56.33
14065,YearsOfExperince,78.55
20819,,54.17
2317,YearsOfExperince,81.24
21794,Ethinicity,80.84
2441,DegreeBranch,81.01
9290,Gender,78.44
7820,Gender,80.08
9934,DegreeBranch,87.9
2569,YearsOfExperince,81.11
7761,DegreeBranch,81.28
4780,Gender,80.76
3059,YearsOfExperince,79.91
4738,DegreeBranch,80.76
9340,EmpScore,81.28
14728,CurrentCompanyType,78.24
22924,DegreeBranch,88.41
9309,DegreeBranch,80.25
2402,Gender,79.19
14097,Gender,79.89
6938,EmpScore,88.79
23762,YearsOfExperince,79.87
18187,DegreeBranch,81.22
15910,DegreeBranch,88.24
16419,YearsOfExperince,79.71
18800,,52.33
17953,,54.77
11351,CurrentCompanyType,54.16
17757,,56.2
21222,Gender,80.71
23273,,81.28
7676,YearsOfExperince,81.19
18849,YearsOfExperince,79.83
19561,,57.11
8163,HighestDegree,88.77
5810,,58.47
14617,,52.93
20037,Gender,79.08
10384,Gender,79.9
14667,EmpScore,89.14
3996,YearsOfExperince,79.41
17973,HighestDegree,81.33
15155,CurrentCompanyType,89.68
7024,Gender,79.96
11594,LatestDegreeCGPA,55.45
10161,Gender,80.14
13807,,55.99
15127,CurrentCompanyType,58.81
12083,Gender,79.07
7576,YearsOfExperince,81.18
11603,HighestDegree,89.72
12513,DegreeBranch,81.32
21265,DegreeBranch,81.28
15209,CurrentCompanyType,90.01
4205,EmpScore,88.47
2308,,56.79
10666,YearsOfExperince,79.92
8874,DegreeBranch,81.22
20943,MartialStatus,81.12
21341,,53.11
11929,YearsOfExperince,79.94
15618,YearsOfExperince,79.34
8740,DegreeBranch,79.34
23195,HighestDegree,81.28
20952,,56.17
18069,Gender,79.93
20957,DegreeBranch,89.79
16589,,81.0
3496,,54.99
2343,,55.89
2877,DegreeBranch,89.66
24219,DegreeBranch,81.32
23592,DegreeBranch,88.77
18216,DegreeBranch,81.22
16658,,57.09
19023,,56.14
22920,DegreeBranch,81.32
7952,DegreeBranch,81.28
4491,HighestDegree,81.37
8270,MartialStatus,81.22
14950,,56.47
18140,DegreeBranch,81.11
2627,Gender,78.98
16576,Gender,79.02
9084,YearsOfExperince,79.1
14773,Gender,80.13
16744,EmpScore,81.2
8705,DegreeBranch,81.32
10856,YearsOfExperince,81.2
16162,CurrentCompanyType,89.29
20655,,55.41
10408,YearsOfExperince,78.81
13447,EmpScore,88.51
4841,DegreeBranch,81.33
16935,DegreeBranch,81.33
14923,,55.9
3770,,53.97
22609,,54.79
24252,MartialStatus,81.28
4266,YearsOfExperince,80.02
17882,DegreeBranch,89.9
18083,,55.1
21193,DegreeBranch,81.32
9931,YearsOfExperince,81.2
6448,HighestDegree,80.71
15551,HighestDegree,81.19
13986,,81.22
8503,DegreeBranch,79.85
13176,,81.28
18449,EmpScore,88.79
10475,YearsOfExperince,80.88
2353,HighestDegree,81.28
7453,DegreeBranch,81.22
13871,YearsOfExperince,79.89
9245,YearsOfExperince,79.29
19805,DegreeBranch,81.29
18707,DegreeBranch,81.32
18766,,81.28
22132,,54.51
21544,Gender,80.02
18052,Gender,79.85
4166,Gender,79.8
23939,DegreeBranch,81.04
8234,HighestDegree,80.92
18973,YearsOfExperince,80.91
2976,,55.79
2632,DegreeBranch,79.73
21202,CurrentCompanyType,89.53
21537,DegreeBranch,81.32
7644,,57.54
19725,YearsOfExperince,81.07
23424,Gender,78.87
20805,EmpScore,88.41
3419,DegreeBranch,81.32
11277,Gender,79.14
13130,YearsOfExperince,81.25
14730,,54.06
9751,EmpScore,89.18
9421,YearsOfExperince,89.11
12365,CurrentCompanyType,90.11
13790,,80.02
17631,Gender,79.31
9614,YearsOfExperince,79.57
17875,Gender,79.3
16880,DegreeBranch,89.04
11004,YearsOfExperince,89.3
2357,Gender,80.17
22553,,80.01
17445,Gender,80.51
19899,DegreeBranch,81.32
12142,HighestDegree,81.28
3057,Gender,79.35
23777,YearsOfExperince,78.39
3163,Gender,79.02
17624,Gender,79.69
16420,CurrentCompanyType,55.46
7613,Gender,80.3
23486,YearsOfExperince,81.52
6835,Gender,79.65
10928,EmpScore,81.22
16470,DegreeBranch,81.31
9861,Gender,79.29
16962,YearsOfExperince,80.85
6603,,56.06
11967,YearsOfExperince,81.1
9938,CurrentCompanyType,57.81
11530,EmpScore,88.15
16122,DegreeBranch,81.32
8999,Gender,78.82
8781,DegreeBranch,81.2
21993,YearsOfExperince,81.13
9303,DegreeBranch,81.32
14387,DegreeBranch,89.84
17642,Gender,79.02
16773,YearsOfExperince,78.39
21172,DegreeBranch,81.28
19142,Gender,79.29
16184,YearsOfExperince,88.72
14204,DegreeBranch,79.8
12929,Gender,79.9
6677,Gender,79.3
18445,,79.53
11942,DegreeBranch,81.37
16695,DegreeBranch,80.71
17399,Gender,80.02
2699,Gender,80.06
5339,,57.57
7735,Gender,80.43
6108,DegreeBranch,81.25
20963,EmpScore,88.83
3639,DegreeBranch,81.09
14780,,54.34
16039,,57.13
11132,,53.61
20396,Gender,80.02
9492,,80.58
20180,EmpScore,89.1
6178,,55.81
9995,,54.69
16878,,54.87
17847,DegreeBranch,80.03
23297,Gender,79.27
5268,,81.04
6676,,80.01
11446,YearsOfExperince,81.18
8681,MartialStatus,81.27
14377,YearsOfExperince,79.93
18470,,54.54
17718,Gender,78.91
8515,Gender,79.71
14303,Gender,80.08
24081,,81.22
18655,YearsOfExperince,80.17
4874,YearsOfExperince,89.68
20704,DegreeBranch,89.05
11457,,81.22
4696,,55.54
18844,HighestDegree,89.1
3551,DegreeBranch,80.21
17481,YearsOfExperince,79.84
13028,YearsOfExperince,81.11
8340,,81.22
8356,,56.17
5823,,56.64
7840,Gender,79.57
17635,DegreeBranch,81.37
11849,HighestDegree,80.9
4229,YearsOfExperince,81.24
11431,Gender,79.84
13166,Gender,79.12
14985,Gender,80.54
11696,,79.6
13193,Gender,78.81
19449,CurrentCompanyType,90.03
14238,Gender,79.59
4509,YearsOfExperince,80.79
3052,YearsOfExperince,80.16
15548,YearsOfExperince,80.23
3693,,52.5
3658,Gender,79.1
4577,YearsOfExperince,81.28
12692,YearsOfExperince,79.92
17156,Gender,80.07
2710,DegreeBranch,89.07
20429,,54.35
14736,Gender,79.53
24010,DegreeBranch,89.14
20638,,54.58
11281,,57.69
12627,Gender,80.53
9811,YearsOfExperince,81.24
15768,,59.29
22504,,55.03
23829,,54.27
5862,,54.73
18002,,52.7
20096,DegreeBranch,81.16
12475,YearsOfExperince,79.55
9493,EmpScore,81.28
20509,Gender,80.18
22581,Gender,79.85
8640,DegreeBranch,89.07
6522,,54.35
5242,Gender,79.75
20048,HighestDegree,81.09
20073,CurrentCompanyType,56.27
5285,Gender,79.78
18789,DegreeBranch,89.05
23144,DegreeBranch,81.19
23485,DegreeBranch,82.79
10866,Gender,80.04
17398,Gender,79.75
2180,DegreeBranch,81.32
14471,,79.98
2066,Gender,79.84
12579,,81.12
6936,Gender,79.08
18594,YearsOfExperince,54.22
3087,DegreeBranch,79.25
15260,CurrentCompanyType,89.78
4048,DegreeBranch,81.28
22616,YearsOfExperince,79.69
5932,YearsOfExperince,81.11
18305,DegreeBranch,82.4
2871,,57.72
14604,YearsOfExperince,77.95
8827,,55.02
20293,EmpScore,81.27
16020,Gender,80.02
17011,,58.23
9242,Gender,80.07
4523,Gender,79.45
22499,Gender,78.84
5077,Gender,79.13
4954,DegreeBranch,89.78
21377,,55.21
6593,Gender,79.91
6462,YearsOfExperince,79.53
7336,,81.37
10574,Gender,80.79
14692,EmpScore,81.28
8824,DegreeBranch,81.28
16028,,56.03
13805,,55.58
3520,EmpScore,81.28
18923,,56.92
14292,DegreeBranch,81.22
7104,DegreeBranch,81.09
2980,,54.37
2025,DegreeBranch,89.08
9002,,54.72
3126,,81.2
5586,,54.36
3420,Gender,80.81
9545,DegreeBranch,80.68
20939,Gender,79.25
20236,DegreeBranch,81.37
3975,Gender,80.01
6951,DegreeBranch,79.89
16678,YearsOfExperince,81.36
11510,Gender,79.26
11968,,55.98
23118,DegreeBranch,81.32
9138,DegreeBranch,79.32
18374,MartialStatus,81.15
4364,YearsOfExperince,81.28
23261,MartialStatus,81.25
16502,Gender,80.26
15432,DegreeBranch,82.8
17025,DegreeBranch,80.02
17086,YearsOfExperince,79.83
18716,DegreeBranch,81.24
23594,CurrentCompanyType,89.54
6890,Gender,79.09
6986,DegreeBranch,81.22
5028,EmpScore,81.18
7108,,56.79
5003,YearsOfExperince,81.2
4183,DegreeBranch,81.32
17274,,56.92
6789,Gender,79.41
6922,Gender,80.03
14734,CurrentCompanyType,55.85
